time,n_source,od,fluorescence,phi,growth_rate,production_rate
14.83,Glu,0.787633333,63.66666667,81.00967424,0.023740196,0.84770455
15.10472222,Glu,0.78785,64.16666667,81.59971259,0.025580191,1.489950468
15.37916667,Glu,0.794083333,64.83333333,81.7887985,0.011582206,3.062127089
15.65388889,Glu,0.802533333,65.16666667,81.34750023,0.023312333,2.336573355
15.92861111,Glu,0.803933333,66.16666667,82.47163214,0.011366502,1.45732624
16.20305556,Glu,0.810583333,66.16666667,81.795033,0.021162714,4.230775705
16.47777778,Glu,0.815766667,66.5,81.63636482,0.015529664,5.950262089
16.75222222,Glu,0.818283333,66.83333333,81.82611271,0.024367759,9.418530197
17.02694444,Glu,0.82295,67.5,82.13864416,0.024922708,6.370310618
17.30166667,Glu,0.8277,68.16666667,82.47721753,0.017852415,9.171193318
0,Gly caa,0.0964,8,83.69126044,0.379547624,16.60841831
0.274722222,Gly caa,0.09665,10.16666667,108.8465494,0.43794737,33.87710855
0.549444444,Gly caa,0.099466667,10.33333333,108.2791104,0.576106403,37.86607774
0.823888889,Gly caa,0.106,11.33333333,110.1335158,0.654689894,35.66295014
1.098611111,Gly caa,0.1133,11.83333333,106.2988788,0.729456283,59.41259628
1.373333333,Gly caa,0.124383333,13.33333333,108.0449878,0.770895459,29.3249245
1.647777778,Gly caa,0.138966667,14.5,104.3706719,0.828102499,43.3615667
1.9225,Gly caa,0.157566667,15.66666667,99.04462326,0.793044291,35.06961741
2.197222222,Gly caa,0.1814,17,93.3113697,0.769940826,39.80055171
2.471666667,Gly caa,0.211566667,18.5,87.02571117,0.641423177,31.50074696
2.746388889,Gly caa,0.247416667,20.33333333,81.90524264,0.522150802,24.80450675
3.021111111,Gly caa,0.2852,22,76.9680235,0.487966407,18.85191032
3.295555556,Gly caa,0.327616667,23.33333333,71.02538197,0.373041921,14.83348352
3.570277778,Gly caa,0.368683333,25.16666667,68.01600711,0.322689907,24.75494193
3.845,Gly caa,0.40785,26.83333333,65.56697716,0.291171882,10.38791969
4.119444444,Gly caa,0.44055,28.66666667,64.86396575,0.223826477,16.65465698
4.394166667,Gly caa,0.476383333,30.66666667,64.20035452,0.228432834,15.55924928
4.668888889,Gly caa,0.50535,32.5,64.19772479,0.174129562,16.94126356
4.943333333,Gly caa,0.53315,34.83333333,65.30890103,0.177655275,13.52327291
5.218055556,Gly caa,0.562216667,36.16666667,64.31830675,0.152084679,9.774829833
5.492777778,Gly caa,0.58805,38.16666667,64.91546659,0.139496895,14.27512643
5.767222222,Gly caa,0.612266667,39.83333333,65.03656822,0.143356778,11.0714533
6.041944444,Gly caa,0.636466667,41.66666667,65.46343802,0.102236608,11.66529095
6.316666667,Gly caa,0.661916667,44.16666667,66.77834926,0.121814577,11.91685955
6.591111111,Gly caa,0.684483333,46.33333333,67.76902765,0.110006398,7.083348108
6.865833333,Gly caa,0.708516667,48,67.82040488,0.090501446,12.99495716
7.140555556,Gly caa,0.72445,50,69.12081785,0.100359639,10.84145647
7.415,Gly caa,0.74455,52,69.89851266,0.094183122,9.869294052
7.689722222,Gly caa,0.766966667,54.5,71.19310425,0.083727002,10.23912626
7.964444444,Gly caa,0.7822,56,71.80727535,0.094700531,10.14986006
8.238888889,Gly caa,0.803566667,57.66666667,71.9586284,0.07691771,7.644340985
8.513611111,Gly caa,0.8248,60,72.94524696,0.079331603,8.168324125
8.788055556,Gly caa,0.84335,61.83333333,73.51016209,0.069889959,8.698895915
9.062777778,Gly caa,0.862216667,64.33333333,74.78480343,0.069596722,8.361823402
9.3375,Gly caa,0.880333333,66.33333333,75.47637827,0.068699159,9.191045951
9.611944444,Gly caa,0.897166667,68,75.94782405,0.062063334,6.824089217
9.886666667,Gly caa,0.916383333,70.16666667,76.73116933,0.066487422,8.085515504
10.16138889,Gly caa,0.931216667,72.66666667,78.17682822,0.056351096,8.438818279
10.43583333,Gly caa,0.9517,74.66666667,78.58993766,0.054035493,6.396724702
10.71055556,Gly caa,0.968666667,75.5,78.02774058,0.029654527,7.577072695
10.98527778,Gly caa,0.982733333,77.66666667,79.15339682,0.03214182,5.036764076
11.25972222,Gly caa,0.99575,80,80.4173554,0.013607363,7.23347071
11.53444444,Gly caa,1.004183333,81.5,81.21571604,0.036428362,6.755066843
11.80916667,Gly caa,1.013833333,84,82.89144135,0.017926023,6.510084304
12.08361111,Gly caa,1.019766667,84.83333333,83.22492099,0.019871161,6.565876671
12.35833333,Gly caa,1.028216667,87.33333333,84.95473514,0.011498609,7.095310206
12.63305556,Gly caa,1.033016667,88.33333333,85.54858202,0.018732531,9.413620504
12.9075,Gly caa,1.03505,90.66666667,87.64942523,0.016301055,5.882586466
13.18222222,Gly caa,1.0429,92.33333333,88.5783303,0.009610118,8.719489019
13.45694444,Gly caa,1.044183333,94.5,90.5529143,0.015276605,6.500396753
13.73138889,Gly caa,1.048283333,97.16666667,92.74461638,-0.003621649,8.044317621
14.00611111,Gly caa,1.053833333,99.33333333,94.30722278,0.010681971,6.367198584
14.28083333,Gly caa,1.058333333,102,96.40460876,0.013217339,5.168534697
14.55527778,Gly caa,1.0616,103.5,97.52801128,0.000869524,6.270949154
14.83,Gly caa,1.0601,105.1666667,99.2332122,-0.002661916,5.758090089
15.10472222,Gly caa,1.059583333,106.8333333,100.8487253,0.001093822,4.611709493
15.37916667,Gly caa,1.059966667,109.1666667,102.9977011,0.000527955,5.704318207
15.65388889,Gly caa,1.06315,110.1666667,103.6187406,-0.005775404,5.713363316
15.92861111,Gly caa,1.063466667,112.5,105.7876035,0.000747582,2.89102675
16.20305556,Gly caa,1.0635,113.6666667,106.8761876,-0.001470567,6.263553582
16.47777778,Gly caa,1.063383333,115,108.1442867,0.006716828,11.93040832
16.75222222,Gly caa,1.060416667,116.3333333,109.7029726,0.014700906,20.37002175
17.02694444,Gly caa,1.061516667,118,111.1530092,0.014955266,28.82476354
17.30166667,Gly caa,1.060983333,119.5,112.6242111,0.023776688,39.11868417
0,Glu caa,0.091016667,8.5,94.25374226,0.685198937,47.37022697
0.274722222,Glu caa,0.092216667,10.5,118.6453102,0.903403321,41.87604673
0.549444444,Glu caa,0.0982,10.83333333,114.965138,1.128178803,78.56439427
0.823888889,Glu caa,0.108416667,12.16666667,116.0799989,1.271001139,53.3213913
1.098611111,Glu caa,0.125133333,13.66666667,112.1100845,1.365142232,68.76982988
1.373333333,Glu caa,0.147216667,14.83333333,102.7122723,1.298939815,41.26728358
1.647777778,Glu caa,0.179633333,16.66666667,94.20603093,1.098956035,57.89927401
1.9225,Glu caa,0.220633333,18.83333333,86.23062336,0.919304628,35.98185365
2.197222222,Glu caa,0.270216667,21.5,80.06906073,0.72767062,35.9088061
2.471666667,Glu caa,0.3264,23.33333333,71.67372025,0.568235733,24.22140018
2.746388889,Glu caa,0.381116667,25.83333333,67.83992375,0.475066045,23.88908117
3.021111111,Glu caa,0.4407,28.33333333,64.3250999,0.375576895,23.47188453
3.295555556,Glu caa,0.4963,31,62.44522645,0.32814403,18.35979898
3.570277778,Glu caa,0.552633333,33.66666667,60.92851524,0.221855015,19.7424361
3.845,Glu caa,0.602483333,36.16666667,60.04413106,0.175647804,16.1288885
4.119444444,Glu caa,0.640583333,39,60.92418335,0.152212285,13.39101493
4.394166667,Glu caa,0.683083333,41.16666667,60.30200646,0.12941053,12.45507649
4.668888889,Glu caa,0.715516667,43.83333333,61.3263033,0.133712252,12.81963114
4.943333333,Glu caa,0.7502,46.66666667,62.24535461,0.100360485,10.46935993
5.218055556,Glu caa,0.7712,49.33333333,63.97894849,0.104349522,9.485943037
5.492777778,Glu caa,0.789283333,51.5,65.26487034,0.079275302,11.50206519
5.767222222,Glu caa,0.8117,53.5,65.92989388,0.058104058,6.061698436
6.041944444,Glu caa,0.832583333,56.16666667,67.48683355,0.031985069,8.022993815
6.316666667,Glu caa,0.854816667,57.66666667,67.47353329,0.046345939,5.704785924
6.591111111,Glu caa,0.870783333,60.5,69.49925417,0.01530241,5.603143058
6.865833333,Glu caa,0.8877,62,69.85221822,0.01319606,2.044692648
7.140555556,Glu caa,0.891266667,63.33333333,71.07269587,0.009274722,3.42965418
7.415,Glu caa,0.89555,64.33333333,71.84631075,0.014970982,4.061505254
7.689722222,Glu caa,0.900766667,65.5,72.71568898,0.015211281,3.357960634
7.964444444,Glu caa,0.901716667,66,73.19761198,0.010887132,4.721555873
8.238888889,Glu caa,0.90405,67,74.1174999,0.007949082,2.040136081
8.513611111,Glu caa,0.9054,67.66666667,74.73880767,0.010562341,1.329253538
